Order_ID,Order_Date,Month,Quarter,Region,City,Saree_Type,Fabric,Occasion,Sales_Channel,Customer_Age,Unit_Price_INR,Discount_Pct,Units_Sold,Revenue_INR,Customer_Rating
SAR10186,2026-08-20,August,2026Q3,Karnataka,Bengaluru,Organza,Organza,Daily Wear,Offline Store,35,3600,20,8,23040.0,4.3
SAR10187,2026-06-26,June,2026Q2,Telangana,Warangal,Cotton,Cotton,Wedding,Social Commerce,45,1100,0,3,3300.0,4.1
SAR10188,2026-11-04,November,2026Q4,Karnataka,Mysuru,Georgette,Georgette,Party,Online Website,28,2100,25,9,14175.0,4.8
SAR10189,2026-06-24,June,2026Q2,Karnataka,Bengaluru,Organza,Organza,Wedding,Offline Store,38,3450,0,7,24150.0,4.1
SAR10190,2026-10-31,October,2026Q4,Telangana,Hyderabad,Kanjivaram Silk,Silk,Gift,Marketplace,50,11650,5,4,44270.0,4.8
SAR10191,2026-08-20,August,2026Q3,Delhi NCR,Noida,Cotton,Cotton,Wedding,Marketplace,35,1150,0,10,11500.0,4.6
SAR10192,2026-12-02,December,2026Q4,Delhi NCR,Gurugram,Organza,Organza,Wedding,Social Commerce,24,2200,10,6,11880.0,4.8
SAR10193,2026-01-01,January,2026Q1,Karnataka,Mysuru,Georgette,Georgette,Party,Online Website,31,1550,10,7,9765.0,3.5
SAR10194,2026-08-17,August,2026Q3,Tamil Nadu,Erode,Ready-to-Wear,Synthetic Blend,Office Wear,Online Website,32,2250,5,5,10687.5,3.9
SAR10195,2026-12-26,December,2026Q4,Delhi NCR,Gurugram,Cotton,Cotton,Party,Online Website,37,1750,25,8,10500.0,4.8
SAR10196,2026-09-29,September,2026Q3,Kerala,Thrissur,Cotton,Cotton,Party,Offline Store,56,1350,0,7,9450.0,4.6
SAR10197,2026-10-23,October,2026Q4,Karnataka,Mysuru,Kanjivaram Silk,Silk,Festival,Online Website,32,5650,15,3,14407.5,4.2
SAR10198,2026-05-23,May,2026Q2,Tamil Nadu,Madurai,Georgette,Georgette,Festival,Offline Store,32,3000,20,10,24000.0,4.3
SAR10199,2026-05-31,May,2026Q2,Telangana,Warangal,Ready-to-Wear,Synthetic Blend,Daily Wear,Offline Store,37,2550,10,7,16065.0,4.8
SAR10200,2026-09-28,September,2026Q3,Maharashtra,Mumbai,Kanjivaram Silk,Silk,Daily Wear,Online Website,31,10300,15,3,26265.0,4.7
SAR10201,2026-05-01,May,2026Q2,Karnataka,Mysuru,Banarasi Silk,Silk,Office Wear,Offline Store,32,5100,5,6,29070.0,5.0
SAR10202,2026-03-27,March,2026Q1,Tamil Nadu,Chennai,Designer,Synthetic Blend,Daily Wear,Marketplace,25,8000,10,3,21600.0,4.0
SAR10203,2026-01-10,January,2026Q1,Delhi NCR,Delhi,Designer,Synthetic Blend,Daily Wear,Online Website,27,6050,5,5,28737.5,4.1
SAR10204,2026-08-16,August,2026Q3,Kerala,Thrissur,Ready-to-Wear,Synthetic Blend,Office Wear,Online Website,26,3350,15,7,19932.5,3.8
SAR10205,2026-04-21,April,2026Q2,Karnataka,Bengaluru,Handloom,Handloom,Daily Wear,Offline Store,36,3050,5,6,17385.0,4.5
SAR10206,2026-04-15,April,2026Q2,Karnataka,Bengaluru,Cotton,Cotton,Wedding,Marketplace,49,1200,15,8,8160.0,3.7
SAR10207,2026-02-04,February,2026Q1,Tamil Nadu,Coimbatore,Georgette,Georgette,Office Wear,Social Commerce,39,1600,15,7,9520.0,4.5
SAR10208,2026-11-07,November,2026Q4,Karnataka,Bengaluru,Linen,Linen,Festival,Online Website,21,1800,10,9,14580.0,4.5
SAR10209,2026-01-26,January,2026Q1,Karnataka,Bengaluru,Linen,Linen,Festival,Online Website,21,1600,0,10,16000.0,4.9
SAR10210,2026-11-05,November,2026Q4,Maharashtra,Mumbai,Ready-to-Wear,Synthetic Blend,Party,Online Website,35,3750,10,6,20250.0,4.0
SAR10211,2026-04-04,April,2026Q2,Maharashtra,Mumbai,Designer,Synthetic Blend,Daily Wear,Social Commerce,27,5300,15,2,9010.0,3.6
SAR10212,2026-05-30,May,2026Q2,Tamil Nadu,Erode,Cotton,Cotton,Daily Wear,Online Website,33,1300,10,7,8190.0,3.1
SAR10213,2026-07-29,July,2026Q3,Gujarat,Ahmedabad,Linen,Linen,Festival,Offline Store,28,3650,15,6,18615.0,4.5
SAR10214,2026-09-22,September,2026Q3,Delhi NCR,Gurugram,Chiffon,Chiffon,Office Wear,Marketplace,52,2500,15,4,8500.0,4.1
SAR10215,2026-03-21,March,2026Q1,Delhi NCR,Gurugram,Designer,Synthetic Blend,Party,Offline Store,36,7400,5,3,21090.0,4.0
SAR10216,2026-06-26,June,2026Q2,Karnataka,Mysuru,Designer,Synthetic Blend,Daily Wear,Offline Store,25,6800,20,3,16320.0,3.9
SAR10217,2026-08-06,August,2026Q3,Gujarat,Ahmedabad,Organza,Organza,Daily Wear,Marketplace,22,4350,15,8,29580.0,4.4
SAR10218,2026-01-20,January,2026Q1,Delhi NCR,Gurugram,Cotton,Cotton,Daily Wear,Online Website,30,1150,10,6,6210.0,3.9
SAR10219,2026-10-20,October,2026Q4,West Bengal,Howrah,Banarasi Silk,Silk,Wedding,Offline Store,28,9200,10,3,24840.0,4.2
SAR10220,2026-03-19,March,2026Q1,Telangana,Warangal,Designer,Synthetic Blend,Party,Offline Store,22,4150,15,3,10582.5,3.2
SAR10221,2026-06-13,June,2026Q2,Gujarat,Surat,Linen,Linen,Daily Wear,Online Website,49,1600,15,7,9520.0,4.8
SAR10222,2026-10-29,October,2026Q4,Delhi NCR,Delhi,Cotton,Cotton,Party,Online Website,50,1400,15,13,15470.0,4.4
SAR10223,2026-12-01,December,2026Q4,Gujarat,Surat,Cotton,Cotton,Festival,Offline Store,28,1500,5,14,19950.0,4.3
SAR10224,2026-06-28,June,2026Q2,Delhi NCR,Noida,Cotton,Cotton,Wedding,Offline Store,38,1000,10,7,6300.0,4.2
SAR10225,2026-01-27,January,2026Q1,Gujarat,Ahmedabad,Ready-to-Wear,Synthetic Blend,Daily Wear,Online Website,27,3100,5,9,26505.0,4.5
SAR10226,2026-11-04,November,2026Q4,Maharashtra,Mumbai,Designer,Synthetic Blend,Office Wear,Offline Store,37,7900,20,3,18960.0,3.4
SAR10227,2026-01-10,January,2026Q1,Tamil Nadu,Erode,Georgette,Georgette,Gift,Online Website,27,1550,15,8,10540.0,4.6
SAR10228,2026-10-06,October,2026Q4,West Bengal,Kolkata,Kanjivaram Silk,Silk,Festival,Social Commerce,54,13350,10,2,24030.0,3.8
SAR10229,2026-12-16,December,2026Q4,Kerala,Thrissur,Cotton,Cotton,Daily Wear,Marketplace,24,1100,10,7,6930.0,4.8
SAR10230,2026-08-12,August,2026Q3,Tamil Nadu,Madurai,Cotton,Cotton,Daily Wear,Offline Store,27,1150,5,13,14202.5,4.7
SAR10231,2026-12-14,December,2026Q4,Tamil Nadu,Chennai,Designer,Synthetic Blend,Daily Wear,Online Website,34,6250,10,3,16875.0,4.3
SAR10232,2026-01-10,January,2026Q1,Gujarat,Surat,Organza,Organza,Party,Online Website,18,4150,25,9,28012.5,3.8
SAR10233,2026-06-19,June,2026Q2,Karnataka,Mysuru,Linen,Linen,Wedding,Social Commerce,46,2750,10,5,12375.0,3.6
SAR10234,2026-05-10,May,2026Q2,West Bengal,Kolkata,Organza,Organza,Daily Wear,Online Website,25,3050,20,9,21960.0,4.1
SAR10235,2026-11-08,November,2026Q4,Gujarat,Ahmedabad,Organza,Organza,Gift,Marketplace,28,3000,10,8,21600.0,4.7
SAR10236,2026-03-07,March,2026Q1,Delhi NCR,Gurugram,Chiffon,Chiffon,Festival,Offline Store,46,1250,0,10,12500.0,4.7
SAR10237,2026-11-23,November,2026Q4,Kerala,Thrissur,Linen,Linen,Festival,Offline Store,48,3150,15,7,18742.5,3.9
SAR10238,2026-07-21,July,2026Q3,Kerala,Thrissur,Georgette,Georgette,Daily Wear,Offline Store,18,2700,10,9,21870.0,3.9
SAR10239,2026-01-05,January,2026Q1,Maharashtra,Pune,Georgette,Georgette,Wedding,Online Website,43,2050,0,5,10250.0,3.8
SAR10240,2026-06-30,June,2026Q2,Tamil Nadu,Coimbatore,Ready-to-Wear,Synthetic Blend,Festival,Online Website,37,4850,15,8,32980.0,3.8
SAR10241,2026-12-08,December,2026Q4,Telangana,Hyderabad,Georgette,Georgette,Daily Wear,Marketplace,39,2050,20,8,13120.0,4.3
SAR10242,2026-05-21,May,2026Q2,West Bengal,Howrah,Kanjivaram Silk,Silk,Wedding,Offline Store,35,10400,20,4,33280.0,4.3
SAR10243,2026-02-23,February,2026Q1,Karnataka,Mysuru,Banarasi Silk,Silk,Gift,Marketplace,22,5600,5,2,10640.0,4.8
SAR10244,2026-02-13,February,2026Q1,Delhi NCR,Noida,Ready-to-Wear,Synthetic Blend,Party,Offline Store,29,3900,15,7,23205.0,4.1
SAR10245,2026-12-17,December,2026Q4,Maharashtra,Mumbai,Linen,Linen,Festival,Offline Store,42,3250,10,5,14625.0,3.5
SAR10246,2026-08-20,August,2026Q3,Tamil Nadu,Madurai,Chiffon,Chiffon,Party,Offline Store,29,1950,10,12,21060.0,4.0
SAR10247,2026-02-16,February,2026Q1,Tamil Nadu,Coimbatore,Cotton,Cotton,Wedding,Offline Store,32,1750,15,9,13387.5,4.0
SAR10248,2026-10-16,October,2026Q4,Delhi NCR,Delhi,Cotton,Cotton,Daily Wear,Offline Store,21,1400,10,6,7560.0,4.9
SAR10249,2026-03-11,March,2026Q1,Gujarat,Ahmedabad,Cotton,Cotton,Festival,Online Website,44,1500,25,4,4500.0,3.3
SAR10250,2026-05-18,May,2026Q2,Maharashtra,Pune,Handloom,Handloom,Party,Marketplace,18,2850,5,8,21660.0,3.9
SAR10251,2026-09-10,September,2026Q3,Tamil Nadu,Chennai,Linen,Linen,Gift,Marketplace,34,2700,5,10,25650.0,4.0
SAR10252,2026-08-08,August,2026Q3,West Bengal,Kolkata,Linen,Linen,Party,Social Commerce,36,1850,15,9,14152.5,4.3
SAR10253,2026-04-21,April,2026Q2,Kerala,Kochi,Cotton,Cotton,Festival,Offline Store,39,1150,5,9,9832.5,4.4
SAR10254,2026-11-15,November,2026Q4,Karnataka,Mysuru,Organza,Organza,Festival,Offline Store,18,3850,15,5,16362.5,5.0
SAR10255,2026-02-02,February,2026Q1,Delhi NCR,Noida,Organza,Organza,Festival,Offline Store,52,2900,10,8,20880.0,4.2
SAR10256,2026-01-20,January,2026Q1,Karnataka,Mysuru,Handloom,Handloom,Festival,Marketplace,50,2100,10,8,15120.0,3.6
SAR10257,2026-02-22,February,2026Q1,Maharashtra,Pune,Georgette,Georgette,Office Wear,Offline Store,35,1650,5,5,7837.5,4.2
SAR10258,2026-03-30,March,2026Q1,Kerala,Kochi,Chiffon,Chiffon,Wedding,Offline Store,38,1350,15,5,5737.5,4.4
SAR10259,2026-09-08,September,2026Q3,West Bengal,Kolkata,Designer,Synthetic Blend,Office Wear,Offline Store,40,6050,15,6,30855.0,4.2
SAR10260,2026-06-12,June,2026Q2,Maharashtra,Mumbai,Organza,Organza,Party,Offline Store,28,2300,20,4,7360.0,3.3
SAR10261,2026-01-05,January,2026Q1,Karnataka,Mysuru,Designer,Synthetic Blend,Gift,Offline Store,29,4650,0,4,18600.0,3.8
SAR10262,2026-09-06,September,2026Q3,Karnataka,Bengaluru,Georgette,Georgette,Gift,Offline Store,28,2650,15,6,13515.0,3.7
SAR10263,2026-11-12,November,2026Q4,Kerala,Kochi,Banarasi Silk,Silk,Festival,Offline Store,49,11350,0,4,45400.0,4.4
SAR10264,2026-09-27,September,2026Q3,Maharashtra,Pune,Handloom,Handloom,Party,Offline Store,27,3050,25,9,20587.5,5.0
SAR10265,2026-02-16,February,2026Q1,Tamil Nadu,Madurai,Georgette,Georgette,Office Wear,Offline Store,36,2400,10,7,15120.0,4.2
SAR10266,2026-01-23,January,2026Q1,Maharashtra,Pune,Cotton,Cotton,Party,Offline Store,39,1500,10,9,12150.0,4.8
SAR10267,2026-10-30,October,2026Q4,Telangana,Warangal,Kanjivaram Silk,Silk,Wedding,Online Website,42,5500,15,3,14025.0,4.2
SAR10268,2026-08-26,August,2026Q3,West Bengal,Howrah,Cotton,Cotton,Daily Wear,Online Website,45,1650,10,13,19305.0,4.5
SAR10269,2026-10-27,October,2026Q4,Gujarat,Surat,Linen,Linen,Office Wear,Online Website,33,2100,0,11,23100.0,4.0
SAR10270,2026-09-06,September,2026Q3,Telangana,Warangal,Organza,Organza,Daily Wear,Online Website,42,3800,5,8,28880.0,4.4
SAR10271,2026-05-06,May,2026Q2,Maharashtra,Mumbai,Organza,Organza,Daily Wear,Online Website,36,2250,0,10,22500.0,4.4
SAR10272,2026-10-13,October,2026Q4,Kerala,Thrissur,Chiffon,Chiffon,Wedding,Offline Store,52,2150,10,7,13545.0,3.8
SAR10273,2026-11-03,November,2026Q4,Karnataka,Mysuru,Linen,Linen,Office Wear,Offline Store,28,2500,15,5,10625.0,4.7
SAR10274,2026-03-16,March,2026Q1,Maharashtra,Pune,Kanjivaram Silk,Silk,Office Wear,Offline Store,47,8850,5,4,33630.0,4.3
SAR10275,2026-04-04,April,2026Q2,Kerala,Kochi,Kanjivaram Silk,Silk,Festival,Offline Store,32,7950,20,6,38160.0,4.2
SAR10276,2026-12-05,December,2026Q4,Maharashtra,Pune,Designer,Synthetic Blend,Wedding,Offline Store,42,6550,5,6,37335.0,3.9
SAR10277,2026-02-08,February,2026Q1,West Bengal,Kolkata,Designer,Synthetic Blend,Party,Offline Store,38,5350,20,4,17120.0,4.1
SAR10278,2026-03-06,March,2026Q1,Telangana,Warangal,Georgette,Georgette,Party,Offline Store,42,1700,20,10,13600.0,3.6
SAR10279,2026-10-05,October,2026Q4,Gujarat,Ahmedabad,Organza,Organza,Daily Wear,Offline Store,28,2950,5,10,28025.0,3.8
SAR10280,2026-06-20,June,2026Q2,Delhi NCR,Gurugram,Handloom,Handloom,Wedding,Offline Store,25,3600,15,6,18360.0,4.8
SAR10281,2026-04-16,April,2026Q2,Maharashtra,Pune,Ready-to-Wear,Synthetic Blend,Gift,Offline Store,18,5000,10,9,40500.0,4.0
SAR10282,2026-03-02,March,2026Q1,Karnataka,Mysuru,Georgette,Georgette,Daily Wear,Offline Store,28,3100,25,5,11625.0,4.2
SAR10283,2026-11-15,November,2026Q4,Telangana,Warangal,Georgette,Georgette,Festival,Marketplace,38,2300,0,9,20700.0,4.5
SAR10284,2026-03-23,March,2026Q1,Kerala,Kochi,Organza,Organza,Office Wear,Online Website,46,2950,15,7,17552.5,3.9
SAR10285,2026-03-05,March,2026Q1,Gujarat,Surat,Georgette,Georgette,Festival,Offline Store,38,3150,0,8,25200.0,3.7
SAR10286,2026-08-27,August,2026Q3,Maharashtra,Mumbai,Linen,Linen,Festival,Offline Store,34,2100,10,13,24570.0,4.0
SAR10287,2026-10-26,October,2026Q4,Maharashtra,Pune,Linen,Linen,Wedding,Offline Store,34,1950,15,9,14917.5,4.7
SAR10288,2026-11-22,November,2026Q4,Tamil Nadu,Chennai,Cotton,Cotton,Festival,Offline Store,38,1750,15,11,16362.5,3.4
SAR10289,2026-10-03,October,2026Q4,West Bengal,Howrah,Ready-to-Wear,Synthetic Blend,Daily Wear,Marketplace,38,3650,10,8,26280.0,3.4
SAR10290,2026-06-02,June,2026Q2,Maharashtra,Pune,Ready-to-Wear,Synthetic Blend,Office Wear,Online Website,41,2500,10,6,13500.0,4.2
SAR10291,2026-04-01,April,2026Q2,Maharashtra,Mumbai,Organza,Organza,Festival,Online Website,37,2550,20,7,14280.0,4.6
SAR10292,2026-06-17,June,2026Q2,Tamil Nadu,Chennai,Organza,Organza,Gift,Offline Store,40,3500,5,5,16625.0,4.0
SAR10293,2026-04-17,April,2026Q2,Delhi NCR,Delhi,Cotton,Cotton,Party,Offline Store,28,1450,0,9,13050.0,4.5
SAR10294,2026-07-13,July,2026Q3,Gujarat,Surat,Cotton,Cotton,Office Wear,Online Website,38,1550,0,7,10850.0,3.9
SAR10295,2026-05-03,May,2026Q2,Delhi NCR,Noida,Georgette,Georgette,Gift,Offline Store,43,1700,20,5,6800.0,4.3
SAR10296,2026-07-13,July,2026Q3,Gujarat,Ahmedabad,Handloom,Handloom,Festival,Marketplace,38,1900,10,6,10260.0,3.8
SAR10297,2026-01-25,January,2026Q1,Kerala,Kochi,Chiffon,Chiffon,Party,Social Commerce,61,1250,15,6,6375.0,4.9
SAR10298,2026-05-04,May,2026Q2,West Bengal,Howrah,Linen,Linen,Wedding,Marketplace,19,1900,10,7,11970.0,4.3
SAR10299,2026-01-10,January,2026Q1,Maharashtra,Pune,Georgette,Georgette,Wedding,Online Website,36,1450,15,11,13557.5,4.4
SAR10300,2026-11-23,November,2026Q4,Delhi NCR,Gurugram,Kanjivaram Silk,Silk,Party,Online Website,51,9150,0,5,45750.0,3.7
SAR10301,2026-04-04,April,2026Q2,Delhi NCR,Gurugram,Organza,Organza,Daily Wear,Online Website,18,3850,10,4,13860.0,4.4
SAR10302,2026-03-05,March,2026Q1,West Bengal,Kolkata,Designer,Synthetic Blend,Office Wear,Marketplace,27,8350,5,2,15865.0,4.8
SAR10303,2026-11-05,November,2026Q4,Gujarat,Surat,Organza,Organza,Wedding,Online Website,42,4100,5,8,31160.0,4.1
SAR10304,2026-03-09,March,2026Q1,Tamil Nadu,Erode,Linen,Linen,Daily Wear,Offline Store,45,2600,25,10,19500.0,4.5
SAR10305,2026-05-09,May,2026Q2,Karnataka,Bengaluru,Cotton,Cotton,Wedding,Offline Store,25,1700,5,14,22610.0,4.5
SAR10306,2026-06-30,June,2026Q2,Delhi NCR,Gurugram,Georgette,Georgette,Wedding,Online Website,32,2050,10,3,5535.0,4.2
SAR10307,2026-04-05,April,2026Q2,Maharashtra,Pune,Kanjivaram Silk,Silk,Daily Wear,Offline Store,46,10000,15,4,34000.0,4.5
SAR10308,2026-12-13,December,2026Q4,Maharashtra,Pune,Ready-to-Wear,Synthetic Blend,Daily Wear,Offline Store,38,2900,15,5,12325.0,3.7
SAR10309,2026-12-12,December,2026Q4,Kerala,Kochi,Designer,Synthetic Blend,Office Wear,Offline Store,36,7050,10,6,38070.0,4.2
SAR10310,2026-09-06,September,2026Q3,Delhi NCR,Noida,Cotton,Cotton,Festival,Online Website,38,1700,0,5,8500.0,4.5
SAR10311,2026-08-18,August,2026Q3,Tamil Nadu,Madurai,Cotton,Cotton,Party,Social Commerce,44,1150,20,9,8280.0,3.9
SAR10312,2026-09-24,September,2026Q3,Kerala,Kochi,Designer,Synthetic Blend,Office Wear,Offline Store,65,6600,15,6,33660.0,4.8
SAR10313,2026-08-18,August,2026Q3,Maharashtra,Pune,Ready-to-Wear,Synthetic Blend,Daily Wear,Offline Store,42,4700,0,11,51700.0,4.0
SAR10314,2026-11-11,November,2026Q4,Tamil Nadu,Erode,Cotton,Cotton,Party,Online Website,18,1650,15,8,11220.0,4.6
SAR10315,2026-12-10,December,2026Q4,Tamil Nadu,Chennai,Ready-to-Wear,Synthetic Blend,Daily Wear,Marketplace,35,2800,10,5,12600.0,4.4
SAR10316,2026-05-09,May,2026Q2,Kerala,Thrissur,Georgette,Georgette,Office Wear,Marketplace,29,2750,10,8,19800.0,5.0
SAR10317,2026-09-30,September,2026Q3,Telangana,Warangal,Designer,Synthetic Blend,Office Wear,Offline Store,47,8950,15,4,30430.0,4.3
SAR10318,2026-04-18,April,2026Q2,Karnataka,Mysuru,Ready-to-Wear,Synthetic Blend,Party,Offline Store,51,2700,15,11,25245.0,4.9
SAR10319,2026-06-29,June,2026Q2,Gujarat,Surat,Chiffon,Chiffon,Party,Online Website,58,1400,10,3,3780.0,4.1
SAR10320,2026-06-22,June,2026Q2,West Bengal,Kolkata,Organza,Organza,Festival,Online Website,38,3500,15,6,17850.0,4.4
SAR10321,2026-04-09,April,2026Q2,Karnataka,Bengaluru,Linen,Linen,Party,Offline Store,32,2600,0,8,20800.0,4.3
SAR10322,2026-03-17,March,2026Q1,Telangana,Warangal,Cotton,Cotton,Daily Wear,Online Website,55,1550,0,5,7750.0,3.7
SAR10323,2026-10-04,October,2026Q4,Maharashtra,Pune,Chiffon,Chiffon,Daily Wear,Online Website,20,1850,25,7,9712.5,4.0
SAR10324,2026-10-01,October,2026Q4,Delhi NCR,Gurugram,Georgette,Georgette,Festival,Offline Store,43,2450,15,12,24990.0,3.6
SAR10325,2026-01-11,January,2026Q1,Tamil Nadu,Madurai,Linen,Linen,Festival,Online Website,19,2450,10,11,24255.0,3.9
SAR10326,2026-08-02,August,2026Q3,Kerala,Kochi,Linen,Linen,Daily Wear,Marketplace,24,2300,15,7,13685.0,3.9
SAR10327,2026-09-30,September,2026Q3,Delhi NCR,Noida,Designer,Synthetic Blend,Office Wear,Marketplace,33,4700,10,3,12690.0,4.7
SAR10328,2026-11-22,November,2026Q4,Telangana,Warangal,Georgette,Georgette,Office Wear,Online Website,24,2200,20,10,17600.0,4.1
SAR10329,2026-11-17,November,2026Q4,Delhi NCR,Noida,Chiffon,Chiffon,Party,Online Website,25,2750,5,6,15675.0,3.8
SAR10330,2026-07-22,July,2026Q3,Gujarat,Surat,Cotton,Cotton,Festival,Offline Store,18,1300,5,6,7410.0,3.7
SAR10331,2026-11-29,November,2026Q4,Delhi NCR,Noida,Georgette,Georgette,Gift,Offline Store,35,2050,15,13,22652.5,3.9
SAR10332,2026-10-15,October,2026Q4,Gujarat,Surat,Linen,Linen,Office Wear,Marketplace,28,2300,5,7,15295.0,3.8
SAR10333,2026-05-17,May,2026Q2,Delhi NCR,Delhi,Ready-to-Wear,Synthetic Blend,Daily Wear,Social Commerce,41,4900,25,4,14700.0,4.4
SAR10334,2026-03-29,March,2026Q1,Delhi NCR,Delhi,Ready-to-Wear,Synthetic Blend,Gift,Marketplace,22,2500,5,7,16625.0,4.4
SAR10335,2026-09-14,September,2026Q3,Karnataka,Mysuru,Ready-to-Wear,Synthetic Blend,Wedding,Online Website,37,3200,15,8,21760.0,4.6
SAR10336,2026-06-22,June,2026Q2,Kerala,Kochi,Cotton,Cotton,Wedding,Offline Store,21,1300,10,6,7020.0,3.4
SAR10337,2026-05-12,May,2026Q2,Delhi NCR,Delhi,Ready-to-Wear,Synthetic Blend,Daily Wear,Offline Store,24,4200,0,8,33600.0,3.6
SAR10338,2026-05-31,May,2026Q2,Tamil Nadu,Madurai,Chiffon,Chiffon,Daily Wear,Marketplace,26,1900,15,7,11305.0,3.1
SAR10339,2026-06-06,June,2026Q2,Delhi NCR,Delhi,Designer,Synthetic Blend,Festival,Offline Store,26,3050,15,4,10370.0,3.3
SAR10340,2026-11-23,November,2026Q4,Tamil Nadu,Coimbatore,Cotton,Cotton,Daily Wear,Offline Store,38,1500,20,10,12000.0,4.0
SAR10341,2026-08-17,August,2026Q3,Karnataka,Bengaluru,Organza,Organza,Wedding,Offline Store,18,1850,15,10,15725.0,4.0
SAR10342,2026-11-05,November,2026Q4,Gujarat,Surat,Georgette,Georgette,Wedding,Offline Store,37,1450,0,13,18850.0,3.7
SAR10343,2026-03-19,March,2026Q1,Kerala,Thrissur,Cotton,Cotton,Office Wear,Marketplace,22,1700,15,6,8670.0,4.9
SAR10344,2026-12-11,December,2026Q4,Telangana,Warangal,Ready-to-Wear,Synthetic Blend,Office Wear,Online Website,32,3700,0,8,29600.0,3.3
SAR10345,2026-08-30,August,2026Q3,Gujarat,Ahmedabad,Kanjivaram Silk,Silk,Office Wear,Marketplace,22,6400,15,4,21760.0,5.0
SAR10346,2026-09-06,September,2026Q3,Gujarat,Ahmedabad,Organza,Organza,Office Wear,Online Website,20,3200,20,5,12800.0,4.7
SAR10347,2026-03-19,March,2026Q1,Kerala,Kochi,Handloom,Handloom,Wedding,Offline Store,47,3200,10,6,17280.0,3.8
SAR10348,2026-09-17,September,2026Q3,Tamil Nadu,Madurai,Kanjivaram Silk,Silk,Gift,Marketplace,44,6700,0,3,20100.0,4.3
SAR10349,2026-02-05,February,2026Q1,Tamil Nadu,Erode,Georgette,Georgette,Daily Wear,Offline Store,22,1650,5,6,9405.0,4.2
SAR10350,2026-12-10,December,2026Q4,Telangana,Warangal,Linen,Linen,Daily Wear,Social Commerce,26,3350,15,4,11390.0,3.3
SAR10351,2026-11-10,November,2026Q4,Delhi NCR,Delhi,Organza,Organza,Gift,Offline Store,37,2250,10,10,20250.0,3.9
SAR10352,2026-04-16,April,2026Q2,Karnataka,Mysuru,Cotton,Cotton,Gift,Online Website,39,1600,0,10,16000.0,3.7
SAR10353,2026-08-27,August,2026Q3,Maharashtra,Pune,Georgette,Georgette,Daily Wear,Online Website,34,1450,0,7,10150.0,4.3
SAR10354,2026-08-06,August,2026Q3,West Bengal,Kolkata,Designer,Synthetic Blend,Gift,Marketplace,54,6950,15,4,23630.0,4.7
SAR10355,2026-05-13,May,2026Q2,Delhi NCR,Gurugram,Designer,Synthetic Blend,Party,Offline Store,35,3450,0,3,10350.0,4.8
SAR10356,2026-07-11,July,2026Q3,Karnataka,Mysuru,Organza,Organza,Daily Wear,Offline Store,18,2650,5,7,17622.5,4.5
SAR10357,2026-12-18,December,2026Q4,Tamil Nadu,Erode,Kanjivaram Silk,Silk,Wedding,Offline Store,27,9000,20,6,43200.0,4.2
SAR10358,2026-04-17,April,2026Q2,Telangana,Warangal,Georgette,Georgette,Gift,Marketplace,30,2800,10,7,17640.0,4.7
SAR10359,2026-08-23,August,2026Q3,Maharashtra,Mumbai,Ready-to-Wear,Synthetic Blend,Office Wear,Online Website,22,2300,20,11,20240.0,4.3
SAR10360,2026-10-15,October,2026Q4,Tamil Nadu,Chennai,Banarasi Silk,Silk,Party,Marketplace,43,5200,10,3,14040.0,4.1
SAR10361,2026-12-11,December,2026Q4,Karnataka,Bengaluru,Handloom,Handloom,Wedding,Offline Store,45,2800,5,10,26600.0,3.6
SAR10362,2026-07-09,July,2026Q3,Gujarat,Surat,Handloom,Handloom,Party,Social Commerce,44,3250,10,4,11700.0,4.2
SAR10363,2026-12-23,December,2026Q4,Maharashtra,Pune,Kanjivaram Silk,Silk,Daily Wear,Online Website,28,13500,10,4,48600.0,4.3
SAR10364,2026-05-08,May,2026Q2,Karnataka,Bengaluru,Cotton,Cotton,Gift,Online Website,21,1600,15,12,16320.0,4.1
SAR10365,2026-01-13,January,2026Q1,Tamil Nadu,Madurai,Organza,Organza,Office Wear,Marketplace,38,3400,5,3,9690.0,4.1
SAR10366,2026-08-05,August,2026Q3,West Bengal,Kolkata,Cotton,Cotton,Daily Wear,Offline Store,38,1500,15,9,11475.0,5.0
SAR10367,2026-09-27,September,2026Q3,Gujarat,Surat,Georgette,Georgette,Wedding,Marketplace,25,3200,5,9,27360.0,4.3
SAR10368,2026-07-18,July,2026Q3,Delhi NCR,Delhi,Linen,Linen,Gift,Offline Store,27,1750,0,6,10500.0,4.4
SAR10369,2026-03-24,March,2026Q1,Karnataka,Bengaluru,Handloom,Handloom,Party,Offline Store,31,3550,10,7,22365.0,4.0
SAR10370,2026-10-02,October,2026Q4,Tamil Nadu,Madurai,Handloom,Handloom,Wedding,Marketplace,28,4150,5,5,19712.5,3.2
SAR10371,2026-02-10,February,2026Q1,Tamil Nadu,Erode,Georgette,Georgette,Daily Wear,Offline Store,33,2650,5,9,22657.5,3.9
SAR10372,2026-11-21,November,2026Q4,West Bengal,Kolkata,Cotton,Cotton,Gift,Offline Store,36,1300,15,15,16575.0,3.9
SAR10373,2026-10-26,October,2026Q4,Gujarat,Surat,Banarasi Silk,Silk,Gift,Offline Store,23,10550,15,6,53805.0,4.3
SAR10374,2026-12-22,December,2026Q4,Gujarat,Ahmedabad,Cotton,Cotton,Gift,Social Commerce,47,1700,20,8,10880.0,4.3
