Order_ID,Order_Date,Month,Quarter,Region,City,Service_or_Product,Category,Occasion,Sales_Channel,Unit_Price_INR,Discount_Pct,Quantity,Revenue_INR,Customer_Rating
MH10183,2026-01-21,January,2026Q1,Tamil Nadu,Chennai,Bridal Mehendi,Bridal,Wedding,Walk-in,4700,20,2,7520.0,4.9
MH10184,2026-07-12,July,2026Q3,Telangana,Hyderabad,Party Mehendi,Party,Wedding,Instagram/WhatsApp,1650,0,4,6600.0,4.9
MH10185,2026-11-24,November,2026Q4,Karnataka,Bengaluru,Traditional Indian Mehendi,Traditional,Baby Shower,Walk-in,1850,5,1,1757.5,4.6
MH10186,2026-05-07,May,2026Q2,Kerala,Kochi,Kids Mehendi,Kids,Engagement,Event Planner,500,10,2,900.0,3.7
MH10187,2026-09-17,September,2026Q3,Tamil Nadu,Chennai,Engagement Mehendi,Bridal,Baby Shower,Walk-in,1600,0,4,6400.0,4.2
MH10188,2026-06-03,June,2026Q2,Tamil Nadu,Salem,Bridal Mehendi,Bridal,Wedding,Instagram/WhatsApp,4100,5,2,7790.0,4.4
MH10189,2026-08-17,August,2026Q3,Tamil Nadu,Erode,Party Mehendi,Party,Wedding,Walk-in,1650,15,1,1402.5,4.2
MH10190,2026-11-16,November,2026Q4,Kerala,Kochi,Traditional Indian Mehendi,Traditional,Wedding,Instagram/WhatsApp,2550,5,4,9690.0,3.5
MH10191,2026-05-07,May,2026Q2,Tamil Nadu,Chennai,Kids Mehendi,Kids,Engagement,Instagram/WhatsApp,700,0,3,2100.0,4.5
MH10192,2026-09-15,September,2026Q3,Telangana,Hyderabad,Engagement Mehendi,Bridal,Wedding,Instagram/WhatsApp,2600,10,2,4680.0,3.6
MH10193,2026-07-21,July,2026Q3,Tamil Nadu,Madurai,Traditional Indian Mehendi,Traditional,Wedding,Event Planner,2300,15,3,5865.0,4.9
MH10194,2026-03-09,March,2026Q1,Tamil Nadu,Salem,Party Mehendi,Party,Casual,Website Booking,1500,0,2,3000.0,4.5
MH10195,2026-03-18,March,2026Q1,Kerala,Kochi,Bridal Mehendi,Bridal,Baby Shower,Event Planner,5000,5,2,9500.0,4.4
MH10196,2026-05-01,May,2026Q2,Tamil Nadu,Chennai,Kids Mehendi,Kids,Baby Shower,Event Planner,550,5,2,1045.0,4.4
MH10197,2026-12-12,December,2026Q4,Tamil Nadu,Erode,Party Mehendi,Party,Engagement,Event Planner,1200,10,1,1080.0,4.5
MH10198,2026-05-29,May,2026Q2,Tamil Nadu,Erode,Bridal Mehendi,Bridal,Wedding,Website Booking,4000,0,4,16000.0,4.5
MH10199,2026-03-27,March,2026Q1,Kerala,Kochi,Arabic Mehendi,Arabic,Wedding,Instagram/WhatsApp,1800,5,1,1710.0,4.6
MH10200,2026-09-05,September,2026Q3,Kerala,Kochi,Minimal Mehendi,Minimal,Party,Event Planner,1000,10,3,2700.0,4.5
MH10201,2026-01-10,January,2026Q1,Kerala,Kochi,Party Mehendi,Party,Wedding,Walk-in,1400,0,2,2800.0,4.2
MH10202,2026-10-12,October,2026Q4,Tamil Nadu,Madurai,Kids Mehendi,Kids,Casual,Walk-in,600,20,4,1920.0,4.5
MH10203,2026-07-03,July,2026Q3,Karnataka,Bengaluru,Traditional Indian Mehendi,Traditional,Festival,Event Planner,2200,0,3,6600.0,4.7
MH10204,2026-06-07,June,2026Q2,Tamil Nadu,Erode,Minimal Mehendi,Minimal,Casual,Instagram/WhatsApp,1050,10,2,1890.0,4.2
MH10205,2026-01-04,January,2026Q1,Telangana,Hyderabad,Engagement Mehendi,Bridal,Wedding,Website Booking,3650,0,3,10950.0,3.7
MH10206,2026-02-22,February,2026Q1,Telangana,Hyderabad,Kids Mehendi,Kids,Engagement,Walk-in,650,15,3,1657.5,4.0
MH10207,2026-07-25,July,2026Q3,Kerala,Kochi,Arabic Mehendi,Arabic,Festival,Website Booking,1450,0,3,4350.0,4.6
MH10208,2026-03-24,March,2026Q1,Tamil Nadu,Chennai,Engagement Mehendi,Bridal,Festival,Event Planner,3450,0,2,6900.0,4.7
MH10209,2026-12-07,December,2026Q4,Tamil Nadu,Coimbatore,Traditional Indian Mehendi,Traditional,Engagement,Walk-in,2500,5,2,4750.0,4.3
MH10210,2026-02-15,February,2026Q1,Tamil Nadu,Chennai,Minimal Mehendi,Minimal,Engagement,Instagram/WhatsApp,1000,0,1,1000.0,3.9
MH10211,2026-06-09,June,2026Q2,Telangana,Hyderabad,Kids Mehendi,Kids,Festival,Instagram/WhatsApp,300,0,1,300.0,5.0
MH10212,2026-08-27,August,2026Q3,Tamil Nadu,Erode,Kids Mehendi,Kids,Wedding,Instagram/WhatsApp,500,10,1,450.0,4.0
MH10213,2026-10-06,October,2026Q4,Tamil Nadu,Coimbatore,Traditional Indian Mehendi,Traditional,Festival,Walk-in,1800,10,2,3240.0,3.9
MH10214,2026-04-02,April,2026Q2,Kerala,Kochi,Arabic Mehendi,Arabic,Engagement,Walk-in,1950,0,4,7800.0,3.8
MH10215,2026-09-07,September,2026Q3,Tamil Nadu,Salem,Arabic Mehendi,Arabic,Party,Event Planner,1800,5,4,6840.0,4.1
MH10216,2026-12-09,December,2026Q4,Tamil Nadu,Chennai,Kids Mehendi,Kids,Party,Website Booking,650,15,3,1657.5,3.9
MH10217,2026-06-21,June,2026Q2,Tamil Nadu,Salem,Traditional Indian Mehendi,Traditional,Party,Website Booking,1350,0,2,2700.0,4.5
MH10218,2026-08-18,August,2026Q3,Kerala,Kochi,Traditional Indian Mehendi,Traditional,Baby Shower,Website Booking,2700,5,1,2565.0,3.9
MH10219,2026-09-18,September,2026Q3,Kerala,Kochi,Traditional Indian Mehendi,Traditional,Casual,Event Planner,2350,10,3,6345.0,4.3
MH10220,2026-04-15,April,2026Q2,Telangana,Hyderabad,Kids Mehendi,Kids,Wedding,Event Planner,650,0,2,1300.0,4.3
MH10221,2026-11-25,November,2026Q4,Tamil Nadu,Madurai,Bridal Mehendi,Bridal,Engagement,Walk-in,3050,5,2,5795.0,4.5
MH10222,2026-11-17,November,2026Q4,Tamil Nadu,Salem,Party Mehendi,Party,Wedding,Website Booking,1200,10,2,2160.0,4.6
MH10223,2026-11-14,November,2026Q4,Tamil Nadu,Erode,Traditional Indian Mehendi,Traditional,Wedding,Walk-in,2700,20,2,4320.0,4.3
MH10224,2026-09-28,September,2026Q3,Telangana,Hyderabad,Traditional Indian Mehendi,Traditional,Wedding,Instagram/WhatsApp,1200,0,1,1200.0,4.0
MH10225,2026-07-31,July,2026Q3,Tamil Nadu,Chennai,Bridal Mehendi,Bridal,Casual,Event Planner,1900,15,2,3230.0,3.9
MH10226,2026-04-25,April,2026Q2,Tamil Nadu,Salem,Kids Mehendi,Kids,Party,Instagram/WhatsApp,300,10,2,540.0,4.6
MH10227,2026-11-13,November,2026Q4,Tamil Nadu,Erode,Party Mehendi,Party,Festival,Event Planner,1450,0,4,5800.0,4.2
MH10228,2026-02-21,February,2026Q1,Karnataka,Bengaluru,Kids Mehendi,Kids,Wedding,Instagram/WhatsApp,600,5,1,570.0,4.5
MH10229,2026-03-13,March,2026Q1,Tamil Nadu,Salem,Traditional Indian Mehendi,Traditional,Engagement,Instagram/WhatsApp,2100,0,1,2100.0,3.8
MH10230,2026-08-05,August,2026Q3,Tamil Nadu,Madurai,Bridal Mehendi,Bridal,Engagement,Walk-in,4800,0,2,9600.0,3.9
MH10231,2026-02-18,February,2026Q1,Tamil Nadu,Salem,Arabic Mehendi,Arabic,Wedding,Event Planner,1250,15,3,3187.5,4.2
MH10232,2026-04-12,April,2026Q2,Tamil Nadu,Madurai,Party Mehendi,Party,Engagement,Walk-in,1400,15,3,3570.0,4.7
MH10233,2026-12-20,December,2026Q4,Kerala,Kochi,Traditional Indian Mehendi,Traditional,Party,Event Planner,1900,10,1,1710.0,4.5
MH10234,2026-06-28,June,2026Q2,Tamil Nadu,Erode,Minimal Mehendi,Minimal,Festival,Event Planner,850,15,4,2890.0,4.1
MH10235,2026-12-07,December,2026Q4,Kerala,Kochi,Party Mehendi,Party,Party,Walk-in,800,15,4,2720.0,3.8
MH10236,2026-04-19,April,2026Q2,Tamil Nadu,Madurai,Arabic Mehendi,Arabic,Party,Instagram/WhatsApp,2050,15,3,5227.5,4.2
MH10237,2026-07-28,July,2026Q3,Karnataka,Bengaluru,Arabic Mehendi,Arabic,Engagement,Instagram/WhatsApp,1750,20,1,1400.0,4.1
MH10238,2026-02-28,February,2026Q1,Telangana,Hyderabad,Party Mehendi,Party,Festival,Instagram/WhatsApp,1750,5,2,3325.0,3.8
MH10239,2026-02-06,February,2026Q1,Kerala,Kochi,Arabic Mehendi,Arabic,Baby Shower,Instagram/WhatsApp,1050,0,3,3150.0,4.0
MH10240,2026-02-22,February,2026Q1,Tamil Nadu,Salem,Party Mehendi,Party,Wedding,Instagram/WhatsApp,1700,15,2,2890.0,4.9
MH10241,2026-08-10,August,2026Q3,Tamil Nadu,Chennai,Kids Mehendi,Kids,Party,Instagram/WhatsApp,650,10,1,585.0,4.7
MH10242,2026-02-22,February,2026Q1,Tamil Nadu,Coimbatore,Bridal Mehendi,Bridal,Festival,Event Planner,4500,0,2,9000.0,4.7
MH10243,2026-06-21,June,2026Q2,Tamil Nadu,Madurai,Engagement Mehendi,Bridal,Engagement,Instagram/WhatsApp,2650,0,2,5300.0,3.8
MH10244,2026-06-12,June,2026Q2,Tamil Nadu,Madurai,Party Mehendi,Party,Wedding,Event Planner,1500,5,1,1425.0,4.4
MH10245,2026-11-26,November,2026Q4,Kerala,Kochi,Bridal Mehendi,Bridal,Wedding,Website Booking,3300,0,1,3300.0,4.8
MH10246,2026-03-18,March,2026Q1,Tamil Nadu,Coimbatore,Party Mehendi,Party,Wedding,Website Booking,1400,10,2,2520.0,4.5
MH10247,2026-09-04,September,2026Q3,Tamil Nadu,Chennai,Arabic Mehendi,Arabic,Wedding,Event Planner,1900,0,4,7600.0,4.1
MH10248,2026-03-25,March,2026Q1,Tamil Nadu,Salem,Engagement Mehendi,Bridal,Festival,Instagram/WhatsApp,2350,10,3,6345.0,4.5
MH10249,2026-08-28,August,2026Q3,Telangana,Hyderabad,Party Mehendi,Party,Festival,Instagram/WhatsApp,1550,10,3,4185.0,4.5
MH10250,2026-05-08,May,2026Q2,Tamil Nadu,Chennai,Minimal Mehendi,Minimal,Wedding,Website Booking,1250,0,4,5000.0,5.0
MH10251,2026-10-25,October,2026Q4,Tamil Nadu,Erode,Bridal Mehendi,Bridal,Party,Website Booking,2650,5,2,5035.0,4.3
MH10252,2026-12-03,December,2026Q4,Tamil Nadu,Madurai,Arabic Mehendi,Arabic,Casual,Website Booking,850,0,3,2550.0,4.3
MH10253,2026-08-15,August,2026Q3,Tamil Nadu,Erode,Minimal Mehendi,Minimal,Casual,Event Planner,550,0,3,1650.0,4.4
MH10254,2026-09-11,September,2026Q3,Tamil Nadu,Coimbatore,Engagement Mehendi,Bridal,Wedding,Instagram/WhatsApp,3000,10,1,2700.0,4.5
MH10255,2026-09-27,September,2026Q3,Tamil Nadu,Coimbatore,Bridal Mehendi,Bridal,Party,Instagram/WhatsApp,4000,0,3,12000.0,4.4
MH10256,2026-07-27,July,2026Q3,Tamil Nadu,Chennai,Engagement Mehendi,Bridal,Engagement,Instagram/WhatsApp,2750,0,2,5500.0,4.2
MH10257,2026-05-26,May,2026Q2,Tamil Nadu,Madurai,Engagement Mehendi,Bridal,Baby Shower,Instagram/WhatsApp,2650,5,4,10070.0,4.3
MH10258,2026-12-29,December,2026Q4,Tamil Nadu,Chennai,Arabic Mehendi,Arabic,Party,Instagram/WhatsApp,1600,10,2,2880.0,4.5
MH10259,2026-11-10,November,2026Q4,Karnataka,Bengaluru,Minimal Mehendi,Minimal,Wedding,Instagram/WhatsApp,900,10,4,3240.0,3.9
MH10260,2026-12-09,December,2026Q4,Tamil Nadu,Coimbatore,Party Mehendi,Party,Engagement,Event Planner,1150,5,1,1092.5,4.6
MH10261,2026-11-18,November,2026Q4,Kerala,Kochi,Minimal Mehendi,Minimal,Festival,Website Booking,1200,15,3,3060.0,4.6
MH10262,2026-06-02,June,2026Q2,Tamil Nadu,Salem,Minimal Mehendi,Minimal,Casual,Event Planner,750,10,1,675.0,3.8
MH10263,2026-08-30,August,2026Q3,Tamil Nadu,Chennai,Kids Mehendi,Kids,Party,Instagram/WhatsApp,450,5,1,427.5,4.2
MH10264,2026-10-06,October,2026Q4,Kerala,Kochi,Traditional Indian Mehendi,Traditional,Wedding,Event Planner,1650,0,2,3300.0,4.6
MH10265,2026-02-12,February,2026Q1,Tamil Nadu,Madurai,Party Mehendi,Party,Festival,Website Booking,1700,10,3,4590.0,3.9
MH10266,2026-05-10,May,2026Q2,Tamil Nadu,Chennai,Party Mehendi,Party,Engagement,Website Booking,1350,5,2,2565.0,4.6
MH10267,2026-08-29,August,2026Q3,Telangana,Hyderabad,Traditional Indian Mehendi,Traditional,Wedding,Instagram/WhatsApp,2600,0,3,7800.0,4.4
MH10268,2026-11-06,November,2026Q4,Tamil Nadu,Erode,Arabic Mehendi,Arabic,Festival,Instagram/WhatsApp,1500,5,2,2850.0,4.1
MH10269,2026-12-30,December,2026Q4,Kerala,Kochi,Arabic Mehendi,Arabic,Engagement,Instagram/WhatsApp,1800,0,3,5400.0,4.0
MH10270,2026-04-27,April,2026Q2,Tamil Nadu,Madurai,Kids Mehendi,Kids,Festival,Walk-in,400,0,2,800.0,4.1
MH10271,2026-03-25,March,2026Q1,Tamil Nadu,Madurai,Engagement Mehendi,Bridal,Casual,Website Booking,1850,0,1,1850.0,4.1
MH10272,2026-01-26,January,2026Q1,Tamil Nadu,Chennai,Bridal Mehendi,Bridal,Engagement,Instagram/WhatsApp,2000,0,3,6000.0,4.6
MH10273,2026-11-15,November,2026Q4,Tamil Nadu,Chennai,Arabic Mehendi,Arabic,Wedding,Walk-in,1350,5,1,1282.5,4.1
MH10274,2026-09-29,September,2026Q3,Tamil Nadu,Madurai,Kids Mehendi,Kids,Festival,Instagram/WhatsApp,350,5,3,997.5,3.6
MH10275,2026-11-04,November,2026Q4,Kerala,Kochi,Arabic Mehendi,Arabic,Engagement,Website Booking,850,15,2,1445.0,5.0
MH10276,2026-10-31,October,2026Q4,Karnataka,Bengaluru,Kids Mehendi,Kids,Festival,Event Planner,650,15,4,2210.0,4.1
MH10277,2026-11-19,November,2026Q4,Telangana,Hyderabad,Kids Mehendi,Kids,Festival,Event Planner,650,15,1,552.5,4.4
MH10278,2026-04-15,April,2026Q2,Tamil Nadu,Coimbatore,Engagement Mehendi,Bridal,Engagement,Walk-in,1800,15,4,6120.0,4.3
MH10279,2026-12-23,December,2026Q4,Tamil Nadu,Salem,Arabic Mehendi,Arabic,Wedding,Walk-in,1750,0,3,5250.0,3.7
MH10280,2026-02-17,February,2026Q1,Tamil Nadu,Madurai,Kids Mehendi,Kids,Wedding,Event Planner,600,0,3,1800.0,3.9
MH10281,2026-06-01,June,2026Q2,Karnataka,Bengaluru,Party Mehendi,Party,Engagement,Instagram/WhatsApp,700,5,1,665.0,4.8
MH10282,2026-03-12,March,2026Q1,Kerala,Kochi,Bridal Mehendi,Bridal,Party,Walk-in,2950,10,2,5310.0,4.5
MH10283,2026-07-16,July,2026Q3,Tamil Nadu,Chennai,Engagement Mehendi,Bridal,Festival,Instagram/WhatsApp,2500,0,2,5000.0,3.7
MH10284,2026-04-25,April,2026Q2,Kerala,Kochi,Kids Mehendi,Kids,Wedding,Walk-in,500,10,2,900.0,5.0
MH10285,2026-09-27,September,2026Q3,Tamil Nadu,Coimbatore,Minimal Mehendi,Minimal,Party,Event Planner,750,10,2,1350.0,4.4
MH10286,2026-11-08,November,2026Q4,Tamil Nadu,Salem,Party Mehendi,Party,Festival,Instagram/WhatsApp,1650,5,2,3135.0,3.5
MH10287,2026-05-27,May,2026Q2,Tamil Nadu,Coimbatore,Bridal Mehendi,Bridal,Baby Shower,Website Booking,2400,15,2,4080.0,4.1
MH10288,2026-04-04,April,2026Q2,Tamil Nadu,Salem,Bridal Mehendi,Bridal,Wedding,Instagram/WhatsApp,2850,0,3,8550.0,4.0
MH10289,2026-07-02,July,2026Q3,Kerala,Kochi,Engagement Mehendi,Bridal,Engagement,Walk-in,2250,15,3,5737.5,3.4
MH10290,2026-04-21,April,2026Q2,Tamil Nadu,Coimbatore,Party Mehendi,Party,Party,Event Planner,1650,15,2,2805.0,4.1
MH10291,2026-06-06,June,2026Q2,Tamil Nadu,Salem,Arabic Mehendi,Arabic,Baby Shower,Event Planner,1850,20,1,1480.0,4.7
MH10292,2026-03-01,March,2026Q1,Karnataka,Bengaluru,Engagement Mehendi,Bridal,Festival,Walk-in,2000,15,1,1700.0,4.3
MH10293,2026-02-15,February,2026Q1,Tamil Nadu,Madurai,Kids Mehendi,Kids,Wedding,Event Planner,350,0,4,1400.0,4.7
MH10294,2026-03-12,March,2026Q1,Karnataka,Bengaluru,Party Mehendi,Party,Baby Shower,Instagram/WhatsApp,1000,0,3,3000.0,4.2
MH10295,2026-01-04,January,2026Q1,Tamil Nadu,Salem,Minimal Mehendi,Minimal,Festival,Instagram/WhatsApp,800,10,2,1440.0,4.2
MH10296,2026-01-04,January,2026Q1,Kerala,Kochi,Minimal Mehendi,Minimal,Engagement,Website Booking,550,20,4,1760.0,4.5
MH10297,2026-08-13,August,2026Q3,Tamil Nadu,Chennai,Bridal Mehendi,Bridal,Festival,Instagram/WhatsApp,2950,0,3,8850.0,4.7
MH10298,2026-10-30,October,2026Q4,Tamil Nadu,Chennai,Kids Mehendi,Kids,Engagement,Event Planner,550,5,4,2090.0,4.4
MH10299,2026-04-15,April,2026Q2,Tamil Nadu,Chennai,Engagement Mehendi,Bridal,Wedding,Instagram/WhatsApp,2150,0,3,6450.0,4.4
MH10300,2026-10-06,October,2026Q4,Telangana,Hyderabad,Engagement Mehendi,Bridal,Wedding,Walk-in,3700,0,4,14800.0,4.0
MH10301,2026-10-10,October,2026Q4,Karnataka,Bengaluru,Bridal Mehendi,Bridal,Festival,Walk-in,2100,0,4,8400.0,4.4
MH10302,2026-09-19,September,2026Q3,Karnataka,Bengaluru,Minimal Mehendi,Minimal,Baby Shower,Walk-in,750,5,4,2850.0,4.9
MH10303,2026-12-12,December,2026Q4,Tamil Nadu,Erode,Party Mehendi,Party,Engagement,Walk-in,1250,15,2,2125.0,4.3
MH10304,2026-03-21,March,2026Q1,Tamil Nadu,Madurai,Arabic Mehendi,Arabic,Engagement,Website Booking,950,10,2,1710.0,4.1
MH10305,2026-10-12,October,2026Q4,Tamil Nadu,Erode,Kids Mehendi,Kids,Party,Walk-in,450,10,3,1215.0,5.0
MH10306,2026-05-15,May,2026Q2,Telangana,Hyderabad,Party Mehendi,Party,Wedding,Event Planner,1400,0,3,4200.0,4.4
MH10307,2026-05-30,May,2026Q2,Tamil Nadu,Erode,Arabic Mehendi,Arabic,Engagement,Instagram/WhatsApp,1800,5,4,6840.0,3.5
MH10308,2026-12-04,December,2026Q4,Tamil Nadu,Erode,Party Mehendi,Party,Party,Website Booking,1050,10,1,945.0,4.5
MH10309,2026-06-02,June,2026Q2,Telangana,Hyderabad,Party Mehendi,Party,Wedding,Instagram/WhatsApp,1700,0,1,1700.0,4.8
MH10310,2026-10-17,October,2026Q4,Tamil Nadu,Erode,Bridal Mehendi,Bridal,Wedding,Event Planner,2000,0,3,6000.0,4.9
MH10311,2026-12-26,December,2026Q4,Tamil Nadu,Salem,Party Mehendi,Party,Baby Shower,Walk-in,1650,10,2,2970.0,4.0
MH10312,2026-05-08,May,2026Q2,Tamil Nadu,Coimbatore,Arabic Mehendi,Arabic,Casual,Walk-in,2000,5,2,3800.0,3.7
MH10313,2026-04-06,April,2026Q2,Tamil Nadu,Salem,Traditional Indian Mehendi,Traditional,Casual,Website Booking,1750,15,2,2975.0,4.0
MH10314,2026-08-10,August,2026Q3,Kerala,Kochi,Kids Mehendi,Kids,Festival,Event Planner,650,5,2,1235.0,4.6
MH10315,2026-01-07,January,2026Q1,Tamil Nadu,Erode,Arabic Mehendi,Arabic,Wedding,Walk-in,1400,15,3,3570.0,4.4
MH10316,2026-02-26,February,2026Q1,Tamil Nadu,Madurai,Traditional Indian Mehendi,Traditional,Party,Instagram/WhatsApp,2000,0,1,2000.0,4.4
MH10317,2026-01-17,January,2026Q1,Tamil Nadu,Chennai,Minimal Mehendi,Minimal,Engagement,Walk-in,1350,5,2,2565.0,5.0
MH10318,2026-04-15,April,2026Q2,Tamil Nadu,Chennai,Kids Mehendi,Kids,Wedding,Instagram/WhatsApp,350,5,3,997.5,4.7
MH10319,2026-01-08,January,2026Q1,Tamil Nadu,Erode,Traditional Indian Mehendi,Traditional,Wedding,Event Planner,2700,20,4,8640.0,4.3
MH10320,2026-03-02,March,2026Q1,Tamil Nadu,Coimbatore,Kids Mehendi,Kids,Party,Walk-in,450,0,3,1350.0,4.5
MH10321,2026-03-26,March,2026Q1,Tamil Nadu,Coimbatore,Party Mehendi,Party,Party,Walk-in,800,0,3,2400.0,4.6
MH10322,2026-12-18,December,2026Q4,Tamil Nadu,Chennai,Traditional Indian Mehendi,Traditional,Engagement,Instagram/WhatsApp,1600,0,2,3200.0,4.9
MH10323,2026-02-15,February,2026Q1,Tamil Nadu,Madurai,Engagement Mehendi,Bridal,Wedding,Instagram/WhatsApp,2200,0,4,8800.0,4.1
MH10324,2026-10-03,October,2026Q4,Kerala,Kochi,Bridal Mehendi,Bridal,Festival,Walk-in,4650,10,3,12555.0,4.1
MH10325,2026-05-19,May,2026Q2,Tamil Nadu,Madurai,Traditional Indian Mehendi,Traditional,Party,Instagram/WhatsApp,1350,15,3,3442.5,4.8
MH10326,2026-04-27,April,2026Q2,Tamil Nadu,Madurai,Kids Mehendi,Kids,Party,Website Booking,300,0,1,300.0,4.7
MH10327,2026-01-27,January,2026Q1,Karnataka,Bengaluru,Engagement Mehendi,Bridal,Casual,Event Planner,3250,15,2,5525.0,4.4
MH10328,2026-03-08,March,2026Q1,Karnataka,Bengaluru,Party Mehendi,Party,Festival,Instagram/WhatsApp,1000,15,3,2550.0,4.6
MH10329,2026-08-08,August,2026Q3,Karnataka,Bengaluru,Bridal Mehendi,Bridal,Festival,Walk-in,4850,5,2,9215.0,4.5
MH10330,2026-01-16,January,2026Q1,Tamil Nadu,Coimbatore,Arabic Mehendi,Arabic,Festival,Walk-in,1950,5,3,5557.5,4.1
MH10331,2026-08-03,August,2026Q3,Tamil Nadu,Coimbatore,Bridal Mehendi,Bridal,Party,Event Planner,2700,0,3,8100.0,4.5
MH10332,2026-12-13,December,2026Q4,Telangana,Hyderabad,Engagement Mehendi,Bridal,Wedding,Event Planner,1950,10,1,1755.0,4.2
MH10333,2026-07-05,July,2026Q3,Tamil Nadu,Erode,Kids Mehendi,Kids,Wedding,Instagram/WhatsApp,450,20,1,360.0,3.8
MH10334,2026-05-07,May,2026Q2,Tamil Nadu,Chennai,Arabic Mehendi,Arabic,Baby Shower,Event Planner,1750,5,2,3325.0,3.7
MH10335,2026-12-29,December,2026Q4,Tamil Nadu,Chennai,Arabic Mehendi,Arabic,Wedding,Instagram/WhatsApp,2200,0,1,2200.0,4.7
MH10336,2026-03-08,March,2026Q1,Kerala,Kochi,Party Mehendi,Party,Engagement,Walk-in,850,0,2,1700.0,4.4
MH10337,2026-03-29,March,2026Q1,Tamil Nadu,Coimbatore,Traditional Indian Mehendi,Traditional,Wedding,Walk-in,2200,15,2,3740.0,4.6
MH10338,2026-02-07,February,2026Q1,Tamil Nadu,Madurai,Party Mehendi,Party,Wedding,Website Booking,1650,15,2,2805.0,4.6
MH10339,2026-12-21,December,2026Q4,Tamil Nadu,Madurai,Traditional Indian Mehendi,Traditional,Festival,Instagram/WhatsApp,2750,20,4,8800.0,4.0
MH10340,2026-07-31,July,2026Q3,Kerala,Kochi,Arabic Mehendi,Arabic,Wedding,Walk-in,1150,10,3,3105.0,3.9
MH10341,2026-01-28,January,2026Q1,Karnataka,Bengaluru,Minimal Mehendi,Minimal,Casual,Walk-in,1050,0,2,2100.0,5.0
MH10342,2026-01-27,January,2026Q1,Kerala,Kochi,Minimal Mehendi,Minimal,Party,Website Booking,1150,5,2,2185.0,3.9
MH10343,2026-12-26,December,2026Q4,Telangana,Hyderabad,Arabic Mehendi,Arabic,Party,Instagram/WhatsApp,950,0,2,1900.0,4.3
MH10344,2026-04-15,April,2026Q2,Telangana,Hyderabad,Minimal Mehendi,Minimal,Engagement,Instagram/WhatsApp,500,0,2,1000.0,4.3
MH10345,2026-03-06,March,2026Q1,Tamil Nadu,Madurai,Traditional Indian Mehendi,Traditional,Wedding,Event Planner,1050,0,3,3150.0,4.2
MH10346,2026-12-15,December,2026Q4,Karnataka,Bengaluru,Traditional Indian Mehendi,Traditional,Engagement,Instagram/WhatsApp,2250,15,3,5737.5,4.3
MH10347,2026-09-24,September,2026Q3,Telangana,Hyderabad,Traditional Indian Mehendi,Traditional,Party,Walk-in,1900,0,3,5700.0,4.5
MH10348,2026-03-05,March,2026Q1,Telangana,Hyderabad,Bridal Mehendi,Bridal,Festival,Website Booking,1850,10,3,4995.0,4.4
MH10349,2026-01-14,January,2026Q1,Tamil Nadu,Coimbatore,Arabic Mehendi,Arabic,Party,Website Booking,1150,0,3,3450.0,3.7
MH10350,2026-03-29,March,2026Q1,Tamil Nadu,Salem,Arabic Mehendi,Arabic,Baby Shower,Instagram/WhatsApp,2200,10,4,7920.0,4.2
MH10351,2026-05-22,May,2026Q2,Karnataka,Bengaluru,Party Mehendi,Party,Wedding,Website Booking,1300,0,1,1300.0,5.0
MH10352,2026-11-13,November,2026Q4,Tamil Nadu,Madurai,Bridal Mehendi,Bridal,Casual,Instagram/WhatsApp,2000,15,2,3400.0,3.6
MH10353,2026-10-22,October,2026Q4,Karnataka,Bengaluru,Party Mehendi,Party,Wedding,Instagram/WhatsApp,1550,10,3,4185.0,4.3
MH10354,2026-09-12,September,2026Q3,Tamil Nadu,Madurai,Arabic Mehendi,Arabic,Festival,Website Booking,1050,5,1,997.5,3.7
MH10355,2026-09-01,September,2026Q3,Tamil Nadu,Salem,Engagement Mehendi,Bridal,Festival,Website Booking,2400,5,4,9120.0,4.6
MH10356,2026-12-14,December,2026Q4,Tamil Nadu,Madurai,Traditional Indian Mehendi,Traditional,Baby Shower,Instagram/WhatsApp,2500,0,3,7500.0,4.2
MH10357,2026-12-29,December,2026Q4,Tamil Nadu,Madurai,Minimal Mehendi,Minimal,Baby Shower,Event Planner,1250,0,2,2500.0,4.2
MH10358,2026-09-16,September,2026Q3,Tamil Nadu,Coimbatore,Party Mehendi,Party,Wedding,Walk-in,1150,0,1,1150.0,5.0
MH10359,2026-03-24,March,2026Q1,Tamil Nadu,Salem,Arabic Mehendi,Arabic,Wedding,Instagram/WhatsApp,1400,0,1,1400.0,4.8
MH10360,2026-07-01,July,2026Q3,Tamil Nadu,Madurai,Kids Mehendi,Kids,Party,Instagram/WhatsApp,500,0,2,1000.0,4.6
MH10361,2026-09-06,September,2026Q3,Tamil Nadu,Erode,Bridal Mehendi,Bridal,Wedding,Instagram/WhatsApp,3750,10,3,10125.0,3.9
MH10362,2026-09-01,September,2026Q3,Tamil Nadu,Madurai,Minimal Mehendi,Minimal,Baby Shower,Instagram/WhatsApp,750,10,3,2025.0,3.9
MH10363,2026-12-14,December,2026Q4,Tamil Nadu,Madurai,Arabic Mehendi,Arabic,Festival,Instagram/WhatsApp,1500,10,3,4050.0,5.0
MH10364,2026-12-10,December,2026Q4,Kerala,Kochi,Engagement Mehendi,Bridal,Wedding,Website Booking,2800,0,3,8400.0,4.7
MH10365,2026-01-22,January,2026Q1,Tamil Nadu,Madurai,Arabic Mehendi,Arabic,Casual,Walk-in,1400,5,2,2660.0,3.6
